,HR_mean,HR_std,meanNN,SDNN,medianNN,meanSD,SDSD,RMSSD,pNN20,pNN50,TINN,LF,HF,ULF,VLF,LFHF,total_power,lfp,hfp,SD1,SD2,pA,pQ,ApEn,shanEn,D2,0,1
0,73.71178450209428,9.911770841817473,828.9412313432836,113.21093842422755,820.3125,68.02161654135338,67.88360351196931,96.09955225009726,0.012369791666666666,0.008072916666666667,562.5,2774.1377065973243,1865.7581099764227,0.0,956.3571924116524,1.4868688989015735,5596.253008985399,0.49571341791429757,0.33339416695076923,68.20909706670108,13957.442767963945,952024.5685629777,0.004886933674072385,0.15906712006313484,4.668713095166367,1.554127827174696,True,False
1,72.82086145250177,8.459238346616905,835.4910714285714,100.66469341649909,828.125,56.31744604316547,63.60364118000637,84.95338663161026,0.012109375,0.006640625,500.0,1619.9305472171284,1556.1021364853746,0.0,1055.7333009714741,1.0410181370715916,4231.765984673977,0.38280248791733007,0.36771932619172454,60.28831909471983,10904.04425780028,657386.4996372107,0.005528987013381955,0.19948623450621472,4.530071187256706,1.6020063757657315,True,False
2,74.05034984651378,7.193887358907575,818.1034482758621,81.33855962096231,812.5,46.00694444444444,50.79052325111362,68.52967378614983,0.012109375,0.00546875,453.125,1295.7209024266874,1017.4622481283224,0.0,622.7091223053229,1.2734830258422238,2935.892272860333,0.4413380267404409,0.3465598031419068,48.626690905432696,7093.665205237472,344941.4653217053,0.0068549458564142705,0.2922050830144478,4.276469469389641,1.5954385158618982,True,False
3,74.17827513892856,7.751680201705763,817.854020979021,86.75272685958055,796.875,50.17605633802817,55.190748682014934,74.58991466490835,0.0125,0.005729166666666666,500.0,1665.2032543306873,967.7610777631407,0.0,753.7511935882851,1.720675993892622,3386.7155256821134,0.4916867808066936,0.28575210123921624,52.92881455571908,8404.3782308211,444833.77683525236,0.006297766842717167,0.2806106034600342,4.301742546228159,1.6199616595356898,True,False
4,73.96311638576557,8.051453005107284,821.0827464788732,91.51490331099211,812.5,50.53191489361702,56.00191233645754,75.4300245801102,0.012239583333333333,0.005729166666666666,500.0,2128.9862856221807,974.2500192056478,0.0,578.667370471152,2.1852566011320627,3681.9036752989805,0.5782297619313198,0.2646049720805192,53.51244285673368,8590.744621485563,459711.7306540384,0.006229080855563832,0.27909728567023606,4.363754860020363,1.6170750524888449,True,False
5,73.11056290652284,8.23486901706035,831.1383928571429,93.65501938205344,828.125,47.21223021582734,42.6764656775134,63.64177405349617,0.011588541666666667,0.005859375,453.125,2625.3398538888728,569.8207095525438,0.0,816.0616264233888,4.607308597032989,4011.222189864805,0.6544987362012369,0.14205663076762876,45.15413853423167,6116.688680305755,276193.80804129277,0.007382121421287465,0.2507449934061112,4.441375539837751,1.5488633985689877,True,False
6,75.2986092633941,12.680748520893427,815.6702898550725,115.84999744135673,812.5,68.88686131386861,73.68918822043439,100.87366416593963,0.012369791666666666,0.007161458333333333,593.75,2444.5270211929655,1593.2618639959796,0.0,1355.596415095467,1.5342908007990417,5393.385300284412,0.45324538950778415,0.29541035458971593,71.59020864158441,15375.473920036766,1100733.3858986718,0.004656130211914354,0.17989880204813424,4.664852490592994,1.5378975468533131,True,False
7,73.64865721553151,10.945166352862262,830.2556818181819,107.85559784571376,828.125,65.24332061068702,71.5241216600436,96.8111091949143,0.01171875,0.006119791666666667,578.125,1850.0953279881458,1531.9956166603058,0.0,1454.440779475658,1.2076374813795392,4836.53172412411,0.38252521300750814,0.316755002147277,68.71602330632591,14165.675577106578,973408.8931063074,0.004850882185765937,0.23421321192029154,4.569355149417933,1.4934467410505095,True,False
8,71.33484499623165,10.040100004380774,855.0811068702291,101.68497524120943,875.0,69.83173076923077,74.61309612494708,102.1938586000985,0.012239583333333333,0.00703125,562.5,1850.1154685755298,1754.3775989788815,0.0,573.699513082944,1.054570845895645,4178.192580637355,0.44280282272037047,0.41988911834965326,72.5390563976385,15785.744109179337,1145082.9822144497,0.00459522566031318,0.14534818310375286,4.467418566794919,1.678740592435034,True,False
9,73.4039691760186,11.720568924122935,834.9537037037037,113.01975177745761,843.75,78.82462686567165,94.0384568733953,122.70514729073834,0.013151041666666667,0.0078125,593.75,1488.7301636157724,2748.766962310447,0.0,746.929771870657,0.5415992639712303,4984.426897796876,0.29867629601986806,0.5514710153589385,87.0905883462644,22754.311735495452,1981686.3964586074,0.0038274323283708886,0.15151858420135422,4.637410510180189,1.5988716191197758,True,False
