,HR_mean,HR_std,meanNN,SDNN,medianNN,meanSD,SDSD,RMSSD,pNN20,pNN50,TINN,LF,HF,ULF,VLF,LFHF,total_power,lfp,hfp,SD1,SD2,pA,pQ,ApEn,shanEn,D2,0,1
0,80.00215468418057,15.27971522446617,772.3379629629629,120.79951545355405,781.25,111.47388059701493,120.22707650159373,163.95418866097202,0.012760416666666666,0.009244791666666667,578.125,1610.046005223127,3179.2724542810715,0.0,235.1362268535922,0.5064196379442436,5024.454686357791,0.32044193961877354,0.6327597028416461,116.36814121748931,40624.6328712406,4727413.014869184,0.0028644724393280564,0.16944038159710395,4.562910406745743,1.5267016885565383,True,False
1,79.79680653315357,14.66544208311267,772.5317028985507,115.38879424108622,796.875,103.2162408759124,115.79899219330787,155.12252890389632,0.012890625,0.008854166666666666,578.125,1249.4327844302109,3559.5771817912437,0.0,292.5347866532421,0.3510059539716101,5101.544752874696,0.24491263822122925,0.6977449682834672,110.08402369952206,36355.4768216308,4002157.17203983,0.003027990094577008,0.22645094539968635,4.517029106827682,1.6003543061467613,True,False
2,79.74422335596141,14.798295971251457,772.9910714285714,114.24799705463066,796.875,80.03597122302158,97.68532268064733,126.28609961842409,0.012239583333333333,0.007421875,578.125,652575.9280245817,8244617.077773374,0.0,107042.79660321797,0.07915175706387363,9004235.802401174,0.07247432678857192,0.9156376241918018,89.5887566615193,24078.435960470757,2157157.1400525905,0.0037207049830228155,0.24705288885609722,4.5430269742493,1.7339597078832447,True,False
3,80.17675550658619,15.282694360797413,769.8275862068965,116.51213684464221,781.25,84.20138888888889,112.22283190067473,140.29910153178102,0.011848958333333333,0.007291666666666667,593.75,1582.21860393109,2275.719065407394,0.0,821.8539754674244,0.6952609520137957,4679.791644805909,0.33809595042274826,0.4862864072021689,99.55081194250016,29731.0924752331,2959754.3958470123,0.003348373828692269,0.304860749476318,4.496959690362459,1.6799982502346928,True,False
4,78.60565468975798,13.690009302529699,781.8080357142857,109.74762282927723,796.875,82.5089928057554,112.032978106975,139.13706219889124,0.011067708333333334,0.006640625,578.125,1352.4153149975027,1870.3947771028013,0.0,889.3163215678331,0.7230640993835339,4112.1264136681375,0.3288846642705978,0.4548485598316892,98.73736073970541,29247.199217528156,2887791.259767107,0.0033759595236911117,0.32006821215390424,4.42253802990521,1.6878067517277726,True,False
5,79.68733531699917,12.508357011195569,768.2112068965517,100.56102380160098,765.625,68.14236111111111,87.55212808732635,110.9448354382333,0.011588541666666667,0.005989583333333334,578.125,1271.1890414878274,1484.0590807893777,0.0,785.5898579551731,0.8565622878111269,3540.837980232378,0.35900796607598573,0.4191265144224368,78.72125805952271,18591.109411421912,1463515.5215893658,0.00423434967313776,0.29052804477789174,4.4181081894480245,1.7399815931099332,True,False
6,80.17165282876451,11.84851804513778,762.0192307692307,94.86682364282896,765.625,73.06338028169014,88.45736040432395,114.72995314165924,0.011979166666666667,0.006640625,578.125,14201.106499867416,61010.57321119342,0.0,2895.6207508853395,0.23276467917632976,78107.30046194617,0.1818153542098947,0.781112301287608,81.412902513881,19884.182087204073,1618828.977833804,0.004094355108841618,0.2708479671141202,4.298624256308206,1.6414003301571327,True,False
7,78.97216558232299,11.034354443683092,771.9414893617021,89.49757880505037,781.25,68.63839285714286,87.7288228623293,111.38929632070322,0.011458333333333333,0.005598958333333333,562.5,1368.371753415215,5439.7286150710515,0.0,499.8565876326759,0.2515514743923198,7307.956956118942,0.18724409046627993,0.7443569588236798,79.04658612117287,18745.088332236,1481735.2392030854,0.004216922573004692,0.35580365373448153,4.178676659789528,1.7177748544379527,True,False
8,80.79484390509742,13.92483968395837,760.4166666666666,106.37616796313023,781.25,86.16071428571429,102.22970599091927,133.69585436061317,0.012890625,0.007682291666666666,593.75,5538.839344358227,30231.66588998988,0.0,2772.0402442644577,0.18321317007516325,38542.54547861256,0.14370714947801658,0.7843712841116208,94.87339197013193,27002.88151175488,2561854.9619877497,0.0035134543670397433,0.26361392592106725,4.458485237504542,1.6920354559960606,True,False
9,78.51257280769823,13.999937149684182,783.2175925925926,109.7369940439275,812.5,92.23414179104478,112.83295404316401,145.7340469143615,0.011979166666666667,0.007682291666666666,578.125,923.2147277952637,2269.605981501863,0.0,338.4642186172058,0.4067731294858265,3531.2849279143325,0.26143875293023666,0.6427139208056911,103.43591361812541,32096.96467804891,3319978.8658426893,0.0032226073292489603,0.27669287631740325,4.3897702851163,1.7118420801943621,True,False
